size,density,text,query,answer
30,4,Angel is parent for Andrew and Andres and Andrea and Andre. Andrew is parent for Amy and Amber and Amanda. Andres is parent for Alyssa and Allison and Allen and Alison. Andrea is parent for Alicia and Alice. Andre is parent for Alexis and Alexandria and Alexandra and Alexander and Alexa and Alex and Alejandro and Alejandra. Amy is parent for Alec and Albert and Alan. Amber is parent for Adriana and Adrian and Adam. Amanda is parent for Abigail and Aaron. Alyssa is parent for no one. Allison is parent for no one. Allen is parent for no one. Alison is parent for no one. Alicia is parent for no one. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Alexandra and Alexa? Only name, one name, nothing else.",Andre
30,5,Angel is parent for Andrew and Andres and Andrea and Andre. Andrew is parent for Amy and Amber and Amanda and Alyssa and Allison and Allen. Andres is parent for Alison and Alicia and Alice and Alexis. Andrea is parent for Alexandria and Alexandra and Alexander and Alexa and Alex and Alejandro. Andre is parent for Alejandra and Alec and Albert. Amy is parent for Alan and Adriana and Adrian and Adam and Abigail and Aaron. Amber is parent for no one. Amanda is parent for no one. Alyssa is parent for no one. Allison is parent for no one. Allen is parent for no one. Alison is parent for no one. Alicia is parent for no one. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Allen and Alexandria? Only name, one name, nothing else.",Angel
30,5,Angel is parent for Andrew and Andres and Andrea and Andre and Amy and Amber. Andrew is parent for Amanda and Alyssa and Allison. Andres is parent for Allen and Alison and Alicia. Andrea is parent for Alice and Alexis and Alexandria and Alexandra. Andre is parent for Alexander and Alexa and Alex and Alejandro and Alejandra and Alec and Albert and Alan. Amy is parent for Adriana and Adrian and Adam and Abigail. Amber is parent for Aaron. Amanda is parent for no one. Alyssa is parent for no one. Allison is parent for no one. Allen is parent for no one. Alison is parent for no one. Alicia is parent for no one. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Andrea and Adam? Only name, one name, nothing else.",Angel
30,5,Angel is parent for Andrew and Andres. Andrew is parent for Andrea and Andre and Amy and Amber. Andres is parent for Amanda and Alyssa and Allison and Allen and Alison. Andrea is parent for Alicia and Alice and Alexis and Alexandria and Alexandra and Alexander and Alexa. Andre is parent for Alex and Alejandro and Alejandra and Alec and Albert. Amy is parent for Alan and Adriana and Adrian and Adam and Abigail and Aaron. Amber is parent for no one. Amanda is parent for no one. Alyssa is parent for no one. Allison is parent for no one. Allen is parent for no one. Alison is parent for no one. Alicia is parent for no one. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Adam and Alicia? Only name, one name, nothing else.",Andrew
30,6,Angel is parent for Andrew and Andres and Andrea and Andre and Amy and Amber. Andrew is parent for Amanda and Alyssa and Allison. Andres is parent for Allen and Alison and Alicia and Alice and Alexis. Andrea is parent for Alexandria and Alexandra and Alexander and Alexa and Alex and Alejandro. Andre is parent for Alejandra and Alec and Albert and Alan and Adriana and Adrian and Adam and Abigail and Aaron. Amy is parent for no one. Amber is parent for no one. Amanda is parent for no one. Alyssa is parent for no one. Allison is parent for no one. Allen is parent for no one. Alison is parent for no one. Alicia is parent for no one. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Abigail and Alec? Only name, one name, nothing else.",Andre
30,6,Angel is parent for Andrew and Andres and Andrea and Andre and Amy and Amber and Amanda and Alyssa. Andrew is parent for Allison and Allen and Alison and Alicia. Andres is parent for Alice and Alexis and Alexandria and Alexandra. Andrea is parent for Alexander and Alexa and Alex and Alejandro. Andre is parent for Alejandra and Alec and Albert and Alan and Adriana and Adrian and Adam and Abigail. Amy is parent for Aaron. Amber is parent for no one. Amanda is parent for no one. Alyssa is parent for no one. Allison is parent for no one. Allen is parent for no one. Alison is parent for no one. Alicia is parent for no one. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Alison and Alexis? Only name, one name, nothing else.",Angel
30,6,Angel is parent for Andrew and Andres and Andrea and Andre and Amy and Amber and Amanda. Andrew is parent for Alyssa and Allison and Allen and Alison and Alicia. Andres is parent for Alice and Alexis and Alexandria and Alexandra and Alexander and Alexa. Andrea is parent for Alex and Alejandro and Alejandra and Alec and Albert. Andre is parent for Alan and Adriana and Adrian and Adam and Abigail. Amy is parent for Aaron. Amber is parent for no one. Amanda is parent for no one. Alyssa is parent for no one. Allison is parent for no one. Allen is parent for no one. Alison is parent for no one. Alicia is parent for no one. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Alejandro and Andrew? Only name, one name, nothing else.",Angel
30,7,Angel is parent for Andrew and Andres and Andrea. Andrew is parent for Andre and Amy and Amber and Amanda and Alyssa. Andres is parent for Allison and Allen and Alison and Alicia and Alice and Alexis and Alexandria and Alexandra and Alexander. Andrea is parent for Alexa and Alex and Alejandro and Alejandra and Alec and Albert and Alan and Adriana. Andre is parent for Adrian and Adam and Abigail and Aaron. Amy is parent for no one. Amber is parent for no one. Amanda is parent for no one. Alyssa is parent for no one. Allison is parent for no one. Allen is parent for no one. Alison is parent for no one. Alicia is parent for no one. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Alexis and Alexandra? Only name, one name, nothing else.",Andres
30,7,Angel is parent for Andrew and Andres and Andrea and Andre and Amy and Amber and Amanda. Andrew is parent for Alyssa and Allison and Allen and Alison and Alicia and Alice. Andres is parent for Alexis and Alexandria and Alexandra and Alexander and Alexa and Alex and Alejandro and Alejandra. Andrea is parent for Alec and Albert and Alan and Adriana and Adrian and Adam and Abigail and Aaron. Andre is parent for no one. Amy is parent for no one. Amber is parent for no one. Amanda is parent for no one. Alyssa is parent for no one. Allison is parent for no one. Allen is parent for no one. Alison is parent for no one. Alicia is parent for no one. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Alicia and Adam? Only name, one name, nothing else.",Angel
30,7,Angel is parent for Andrew and Andres and Andrea and Andre and Amy and Amber and Amanda and Alyssa. Andrew is parent for Allison and Allen and Alison and Alicia and Alice and Alexis and Alexandria and Alexandra. Andres is parent for Alexander and Alexa and Alex and Alejandro and Alejandra. Andrea is parent for Alec and Albert and Alan and Adriana and Adrian and Adam. Andre is parent for Abigail and Aaron. Amy is parent for no one. Amber is parent for no one. Amanda is parent for no one. Alyssa is parent for no one. Allison is parent for no one. Allen is parent for no one. Alison is parent for no one. Alicia is parent for no one. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Allison and Amy? Only name, one name, nothing else.",Angel
30,8,Angel is parent for Andrew and Andres and Andrea and Andre and Amy and Amber and Amanda. Andrew is parent for Alyssa and Allison and Allen and Alison and Alicia and Alice and Alexis and Alexandria and Alexandra. Andres is parent for Alexander and Alexa and Alex and Alejandro and Alejandra and Alec and Albert. Andrea is parent for Alan and Adriana and Adrian and Adam and Abigail and Aaron. Andre is parent for no one. Amy is parent for no one. Amber is parent for no one. Amanda is parent for no one. Alyssa is parent for no one. Allison is parent for no one. Allen is parent for no one. Alison is parent for no one. Alicia is parent for no one. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Alison and Amanda? Only name, one name, nothing else.",Angel
30,8,Angel is parent for Andrew and Andres and Andrea and Andre and Amy and Amber and Amanda. Andrew is parent for Alyssa and Allison and Allen and Alison and Alicia and Alice and Alexis and Alexandria and Alexandra and Alexander. Andres is parent for Alexa and Alex and Alejandro and Alejandra and Alec and Albert. Andrea is parent for Alan and Adriana and Adrian and Adam and Abigail and Aaron. Andre is parent for no one. Amy is parent for no one. Amber is parent for no one. Amanda is parent for no one. Alyssa is parent for no one. Allison is parent for no one. Allen is parent for no one. Alison is parent for no one. Alicia is parent for no one. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Allison and Albert? Only name, one name, nothing else.",Angel
30,8,Angel is parent for Andrew and Andres and Andrea and Andre and Amy and Amber and Amanda. Andrew is parent for Alyssa and Allison and Allen and Alison and Alicia. Andres is parent for Alice and Alexis and Alexandria and Alexandra and Alexander and Alexa and Alex. Andrea is parent for Alejandro and Alejandra and Alec and Albert and Alan and Adriana and Adrian and Adam. Andre is parent for Abigail and Aaron. Amy is parent for no one. Amber is parent for no one. Amanda is parent for no one. Alyssa is parent for no one. Allison is parent for no one. Allen is parent for no one. Alison is parent for no one. Alicia is parent for no one. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Alexandra and Albert? Only name, one name, nothing else.",Angel
30,9,Angel is parent for Andrew and Andres and Andrea and Andre and Amy and Amber and Amanda and Alyssa and Allison and Allen. Andrew is parent for Alison and Alicia and Alice and Alexis and Alexandria and Alexandra and Alexander. Andres is parent for Alexa and Alex and Alejandro and Alejandra and Alec and Albert. Andrea is parent for Alan and Adriana and Adrian and Adam and Abigail and Aaron. Andre is parent for no one. Amy is parent for no one. Amber is parent for no one. Amanda is parent for no one. Alyssa is parent for no one. Allison is parent for no one. Allen is parent for no one. Alison is parent for no one. Alicia is parent for no one. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Alejandro and Alexandra? Only name, one name, nothing else.",Angel
30,9,Angel is parent for Andrew and Andres and Andrea and Andre and Amy and Amber and Amanda and Alyssa. Andrew is parent for Allison and Allen and Alison and Alicia and Alice and Alexis and Alexandria and Alexandra. Andres is parent for Alexander and Alexa and Alex and Alejandro and Alejandra and Alec and Albert and Alan and Adriana. Andrea is parent for Adrian and Adam and Abigail and Aaron. Andre is parent for no one. Amy is parent for no one. Amber is parent for no one. Amanda is parent for no one. Alyssa is parent for no one. Allison is parent for no one. Allen is parent for no one. Alison is parent for no one. Alicia is parent for no one. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Alexander and Adam? Only name, one name, nothing else.",Angel
30,9,Angel is parent for Andrew and Andres and Andrea and Andre and Amy and Amber and Amanda and Alyssa and Allison. Andrew is parent for Allen and Alison and Alicia and Alice and Alexis and Alexandria. Andres is parent for Alexandra and Alexander and Alexa and Alex and Alejandro and Alejandra and Alec. Andrea is parent for Albert and Alan and Adriana and Adrian and Adam and Abigail. Andre is parent for Aaron. Amy is parent for no one. Amber is parent for no one. Amanda is parent for no one. Alyssa is parent for no one. Allison is parent for no one. Allen is parent for no one. Alison is parent for no one. Alicia is parent for no one. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Alexander and Allen? Only name, one name, nothing else.",Angel
40,1,Ariana is parent for April. April is parent for Antonio. Antonio is parent for Anthony and Anna. Anthony is parent for Ann. Anna is parent for Anita. Ann is parent for Angie. Anita is parent for Angelica. Angie is parent for Angela. Angelica is parent for Angel. Angela is parent for Andrew and Andres and Andrea. Angel is parent for Andre and Amy. Andrew is parent for Amber and Amanda. Andres is parent for Alyssa and Allison. Andrea is parent for Allen. Andre is parent for Alison. Amy is parent for Alicia and Alice. Amber is parent for Alexis. Amanda is parent for Alexandria and Alexandra. Alyssa is parent for Alexander. Allison is parent for Alexa. Allen is parent for Alex. Alison is parent for Alejandro and Alejandra. Alicia is parent for Alec. Alice is parent for Albert. Alexis is parent for Alan. Alexandria is parent for Adriana. Alexandra is parent for Adrian. Alexander is parent for Adam. Alexa is parent for Abigail. Alex is parent for Aaron. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Alexandria and Alan? Only name, one name, nothing else.",Andrew
40,1,Ariana is parent for April. April is parent for Antonio. Antonio is parent for Anthony. Anthony is parent for Anna. Anna is parent for Ann and Anita. Ann is parent for Angie. Anita is parent for Angelica. Angie is parent for Angela. Angelica is parent for Angel. Angela is parent for Andrew. Angel is parent for Andres. Andrew is parent for Andrea. Andres is parent for Andre. Andrea is parent for Amy. Andre is parent for Amber. Amy is parent for Amanda. Amber is parent for Alyssa. Amanda is parent for Allison. Alyssa is parent for Allen and Alison. Allison is parent for Alicia. Allen is parent for Alice. Alison is parent for Alexis. Alicia is parent for Alexandria and Alexandra. Alice is parent for Alexander. Alexis is parent for Alexa. Alexandria is parent for Alex. Alexandra is parent for Alejandro and Alejandra. Alexander is parent for Alec and Albert. Alexa is parent for Alan and Adriana. Alex is parent for Adrian. Alejandro is parent for Adam. Alejandra is parent for Abigail. Alec is parent for Aaron. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Anna and Adam? Only name, one name, nothing else.",Anna
40,1,Ariana is parent for April and Antonio. April is parent for Anthony. Antonio is parent for Anna. Anthony is parent for Ann. Anna is parent for Anita. Ann is parent for Angie. Anita is parent for Angelica and Angela. Angie is parent for Angel. Angelica is parent for Andrew. Angela is parent for Andres. Angel is parent for Andrea. Andrew is parent for Andre. Andres is parent for Amy. Andrea is parent for Amber. Andre is parent for Amanda. Amy is parent for Alyssa. Amber is parent for Allison. Amanda is parent for Allen and Alison. Alyssa is parent for Alicia and Alice. Allison is parent for Alexis and Alexandria. Allen is parent for Alexandra. Alison is parent for Alexander and Alexa. Alicia is parent for Alex and Alejandro. Alice is parent for Alejandra and Alec. Alexis is parent for Albert. Alexandria is parent for Alan. Alexandra is parent for Adriana and Adrian. Alexander is parent for Adam. Alexa is parent for Abigail. Alex is parent for Aaron. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Angie and Adrian? Only name, one name, nothing else.",Ariana
40,2,Ariana is parent for April and Antonio. April is parent for Anthony and Anna. Antonio is parent for Ann and Anita. Anthony is parent for Angie and Angelica and Angela. Anna is parent for Angel. Ann is parent for Andrew and Andres. Anita is parent for Andrea and Andre. Angie is parent for Amy and Amber and Amanda. Angelica is parent for Alyssa and Allison. Angela is parent for Allen and Alison and Alicia. Angel is parent for Alice and Alexis and Alexandria. Andrew is parent for Alexandra. Andres is parent for Alexander and Alexa. Andrea is parent for Alex. Andre is parent for Alejandro. Amy is parent for Alejandra and Alec. Amber is parent for Albert and Alan and Adriana. Amanda is parent for Adrian and Adam and Abigail. Alyssa is parent for Aaron. Allison is parent for no one. Allen is parent for no one. Alison is parent for no one. Alicia is parent for no one. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Adrian and Andrew? Only name, one name, nothing else.",Ariana
40,2,Ariana is parent for April. April is parent for Antonio and Anthony. Antonio is parent for Anna and Ann. Anthony is parent for Anita. Anna is parent for Angie and Angelica and Angela. Ann is parent for Angel and Andrew and Andres. Anita is parent for Andrea and Andre. Angie is parent for Amy and Amber and Amanda. Angelica is parent for Alyssa. Angela is parent for Allison and Allen. Angel is parent for Alison and Alicia. Andrew is parent for Alice. Andres is parent for Alexis and Alexandria and Alexandra. Andrea is parent for Alexander and Alexa. Andre is parent for Alex and Alejandro. Amy is parent for Alejandra. Amber is parent for Alec. Amanda is parent for Albert. Alyssa is parent for Alan and Adriana. Allison is parent for Adrian and Adam. Allen is parent for Abigail. Alison is parent for Aaron. Alicia is parent for no one. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Angelica and Alyssa? Only name, one name, nothing else.",Angelica
40,2,Ariana is parent for April and Antonio. April is parent for Anthony and Anna. Antonio is parent for Ann and Anita. Anthony is parent for Angie and Angelica and Angela. Anna is parent for Angel and Andrew. Ann is parent for Andres and Andrea. Anita is parent for Andre. Angie is parent for Amy. Angelica is parent for Amber. Angela is parent for Amanda and Alyssa. Angel is parent for Allison. Andrew is parent for Allen. Andres is parent for Alison and Alicia. Andrea is parent for Alice. Andre is parent for Alexis. Amy is parent for Alexandria. Amber is parent for Alexandra and Alexander. Amanda is parent for Alexa. Alyssa is parent for Alex and Alejandro. Allison is parent for Alejandra and Alec. Allen is parent for Albert and Alan. Alison is parent for Adriana and Adrian. Alicia is parent for Adam and Abigail and Aaron. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Amanda and Alyssa? Only name, one name, nothing else.",Angela
40,3,Ariana is parent for April. April is parent for Antonio and Anthony. Antonio is parent for Anna and Ann. Anthony is parent for Anita and Angie. Anna is parent for Angelica and Angela. Ann is parent for Angel and Andrew. Anita is parent for Andres and Andrea and Andre. Angie is parent for Amy and Amber and Amanda. Angelica is parent for Alyssa and Allison. Angela is parent for Allen and Alison and Alicia. Angel is parent for Alice and Alexis. Andrew is parent for Alexandria and Alexandra. Andres is parent for Alexander and Alexa and Alex. Andrea is parent for Alejandro. Andre is parent for Alejandra. Amy is parent for Alec and Albert. Amber is parent for Alan and Adriana and Adrian and Adam and Abigail. Amanda is parent for Aaron. Alyssa is parent for no one. Allison is parent for no one. Allen is parent for no one. Alison is parent for no one. Alicia is parent for no one. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Alexander and Adriana? Only name, one name, nothing else.",Anthony
40,3,Ariana is parent for April. April is parent for Antonio and Anthony and Anna and Ann. Antonio is parent for Anita and Angie and Angelica. Anthony is parent for Angela and Angel and Andrew. Anna is parent for Andres and Andrea and Andre and Amy. Ann is parent for Amber and Amanda. Anita is parent for Alyssa and Allison. Angie is parent for Allen and Alison and Alicia. Angelica is parent for Alice and Alexis and Alexandria. Angela is parent for Alexandra and Alexander and Alexa. Angel is parent for Alex and Alejandro and Alejandra. Andrew is parent for Alec and Albert and Alan and Adriana and Adrian. Andres is parent for Adam and Abigail and Aaron. Andrea is parent for no one. Andre is parent for no one. Amy is parent for no one. Amber is parent for no one. Amanda is parent for no one. Alyssa is parent for no one. Allison is parent for no one. Allen is parent for no one. Alison is parent for no one. Alicia is parent for no one. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Alexandra and Andre? Only name, one name, nothing else.",April
40,3,Ariana is parent for April and Antonio and Anthony and Anna. April is parent for Ann and Anita and Angie and Angelica. Antonio is parent for Angela and Angel and Andrew and Andres and Andrea. Anthony is parent for Andre. Anna is parent for Amy and Amber. Ann is parent for Amanda and Alyssa and Allison. Anita is parent for Allen and Alison and Alicia and Alice. Angie is parent for Alexis and Alexandria and Alexandra. Angelica is parent for Alexander and Alexa and Alex and Alejandro. Angela is parent for Alejandra and Alec. Angel is parent for Albert and Alan. Andrew is parent for Adriana and Adrian and Adam. Andres is parent for Abigail and Aaron. Andrea is parent for no one. Andre is parent for no one. Amy is parent for no one. Amber is parent for no one. Amanda is parent for no one. Alyssa is parent for no one. Allison is parent for no one. Allen is parent for no one. Alison is parent for no one. Alicia is parent for no one. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Angel and Anita? Only name, one name, nothing else.",Ariana
40,4,Ariana is parent for April and Antonio and Anthony. April is parent for Anna and Ann and Anita. Antonio is parent for Angie and Angelica and Angela. Anthony is parent for Angel and Andrew and Andres and Andrea. Anna is parent for Andre and Amy and Amber. Ann is parent for Amanda and Alyssa and Allison and Allen. Anita is parent for Alison and Alicia. Angie is parent for Alice and Alexis and Alexandria and Alexandra and Alexander. Angelica is parent for Alexa and Alex and Alejandro. Angela is parent for Alejandra and Alec and Albert and Alan. Angel is parent for Adriana and Adrian and Adam and Abigail and Aaron. Andrew is parent for no one. Andres is parent for no one. Andrea is parent for no one. Andre is parent for no one. Amy is parent for no one. Amber is parent for no one. Amanda is parent for no one. Alyssa is parent for no one. Allison is parent for no one. Allen is parent for no one. Alison is parent for no one. Alicia is parent for no one. Alice is parent for no one. Alexis is parent for no one. Alexandria is parent for no one. Alexandra is parent for no one. Alexander is parent for no one. Alexa is parent for no one. Alex is parent for no one. Alejandro is parent for no one. Alejandra is parent for no one. Alec is parent for no one. Albert is parent for no one. Alan is parent for no one. Adriana is parent for no one. Adrian is parent for no one. Adam is parent for no one. Abigail is parent for no one. Aaron is parent for no one,"Who is lowest (youngest) common ancestor for Andrew and Antonio? Only name, one name, nothing else.",Ariana
