model,size,density,response,answer
google/gemini-2.0-flash-001,7,7.0,Albert,Albert
google/gemini-2.0-flash-001,7,8.0,Albert,Albert
google/gemini-2.0-flash-001,7,8.0,Albert,Albert
google/gemini-2.0-flash-001,7,8.0,Albert,Albert
google/gemini-2.0-flash-001,7,9.0,Albert,Albert
google/gemini-2.0-flash-001,7,9.0,Albert,Albert
google/gemini-2.0-flash-001,7,9.0,Albert,Albert
google/gemini-2.0-flash-001,9,1.0,Alec,Alec
google/gemini-2.0-flash-001,9,1.0,Alec,Albert
google/gemini-2.0-flash-001,9,1.0,Alec,Alec
google/gemini-2.0-flash-001,9,2.0,Albert,Albert
google/gemini-2.0-flash-001,9,2.0,Albert,Adam
google/gemini-2.0-flash-001,9,2.0,Alec,Alejandra
google/gemini-2.0-flash-001,9,3.0,Alec,Alec
google/gemini-2.0-flash-001,9,3.0,Alejandra,Alejandra
google/gemini-2.0-flash-001,9,3.0,Alec,Alec
google/gemini-2.0-flash-001,9,4.0,Alejandra,Alejandra
google/gemini-2.0-flash-001,9,4.0,Alejandra,Alejandra
google/gemini-2.0-flash-001,9,4.0,Alec,Alec
google/gemini-2.0-flash-001,9,5.0,Alejandra,Alejandra
google/gemini-2.0-flash-001,9,5.0,Alejandra,Adriana
google/gemini-2.0-flash-001,9,5.0,Alejandra,Alec
google/gemini-2.0-flash-001,9,6.0,Alejandra,Alejandra
google/gemini-2.0-flash-001,9,6.0,Alejandra,Alejandra
google/gemini-2.0-flash-001,9,6.0,Alejandra,Alan
google/gemini-2.0-flash-001,9,7.0,Alec,Alejandra
google/gemini-2.0-flash-001,9,7.0,Alejandra,Alec
google/gemini-2.0-flash-001,9,7.0,Alejandra,Alejandra
google/gemini-2.0-flash-001,9,8.0,Alejandra,Alejandra
google/gemini-2.0-flash-001,9,8.0,Alejandra,Alejandra
google/gemini-2.0-flash-001,9,8.0,Alejandra,Alan
google/gemini-2.0-flash-001,9,9.0,Alejandra,Alejandra
google/gemini-2.0-flash-001,9,9.0,Alejandra,Alejandra
google/gemini-2.0-flash-001,9,9.0,Alejandra,Alejandra
google/gemini-2.0-flash-001,10,1.0,Alec,Alejandro
google/gemini-2.0-flash-001,10,1.0,Alejandra,Albert
google/gemini-2.0-flash-001,10,1.0,Alejandra,Albert
google/gemini-2.0-flash-001,10,2.0,Albert,Abigail
google/gemini-2.0-flash-001,10,2.0,Alejandra,Alejandra
google/gemini-2.0-flash-001,10,2.0,Alejandro,Alejandra
google/gemini-2.0-flash-001,10,3.0,Alejandro,Alec
google/gemini-2.0-flash-001,10,3.0,Alejandra,Alejandro
google/gemini-2.0-flash-001,10,3.0,Alejandro,Alejandro
google/gemini-2.0-flash-001,10,4.0,Alejandra,Alejandra
google/gemini-2.0-flash-001,10,4.0,Alejandro,Alejandro
google/gemini-2.0-flash-001,10,4.0,Alejandro,Alejandro
google/gemini-2.0-flash-001,10,5.0,Alejandro,Alejandro
google/gemini-2.0-flash-001,10,5.0,Alejandro,Alejandro
google/gemini-2.0-flash-001,10,5.0,Alejandra,Alejandro
google/gemini-2.0-flash-001,10,6.0,Alejandra,Alejandro
google/gemini-2.0-flash-001,10,6.0,Alejandro,Alejandro
google/gemini-2.0-flash-001,10,6.0,Alejandro,Alejandro
google/gemini-2.0-flash-001,10,7.0,Alejandro,Alejandro
google/gemini-2.0-flash-001,10,7.0,Alejandra,Alejandra
google/gemini-2.0-flash-001,10,7.0,Alejandro,Alejandro
google/gemini-2.0-flash-001,10,8.0,Alejandro,Alejandro
google/gemini-2.0-flash-001,10,8.0,Alejandra,Alejandra
google/gemini-2.0-flash-001,10,8.0,Alejandro,Alejandro
google/gemini-2.0-flash-001,10,9.0,Alejandra,Alejandro
google/gemini-2.0-flash-001,10,9.0,Alejandro,Alejandra
google/gemini-2.0-flash-001,10,9.0,Alejandro,Alejandro
google/gemini-2.0-flash-001,20,1.0,Alison,Alice
google/gemini-2.0-flash-001,20,1.0,Alicia,Alison
google/gemini-2.0-flash-001,20,1.0,Alice,Alice
google/gemini-2.0-flash-001,20,2.0,Allen,Allen
google/gemini-2.0-flash-001,20,2.0,Alicia,Alexandria
google/gemini-2.0-flash-001,20,2.0,Alexandra,Alice
google/gemini-2.0-flash-001,20,3.0,Allen,Allen
google/gemini-2.0-flash-001,20,3.0,Allen,Allen
google/gemini-2.0-flash-001,20,3.0,Alexis,Alexis
google/gemini-2.0-flash-001,20,4.0,Allen,Allen
google/gemini-2.0-flash-001,20,4.0,Allen,Allen
google/gemini-2.0-flash-001,20,4.0,Allen,Allen
google/gemini-2.0-flash-001,20,5.0,Alicia,Alicia
google/gemini-2.0-flash-001,20,5.0,Allen,Allen
google/gemini-2.0-flash-001,20,5.0,Allen,Allen
google/gemini-2.0-flash-001,20,6.0,Allen,Alexander
google/gemini-2.0-flash-001,20,6.0,Allen,Allen
google/gemini-2.0-flash-001,20,6.0,Alison,Allen
google/gemini-2.0-flash-001,20,7.0,Alison,Allen
google/gemini-2.0-flash-001,20,7.0,Allen,Allen
google/gemini-2.0-flash-001,20,7.0,Alicia,Alicia
google/gemini-2.0-flash-001,20,8.0,Allen,Allen
google/gemini-2.0-flash-001,20,8.0,Allen,Allen
google/gemini-2.0-flash-001,20,8.0,Allen,Allen
google/gemini-2.0-flash-001,20,9.0,Alison,Adam
google/gemini-2.0-flash-001,20,9.0,Alicia,Alicia
google/gemini-2.0-flash-001,20,9.0,Allen,Allen
google/gemini-2.0-flash-001,30,1.0,Andrew,Amanda
google/gemini-2.0-flash-001,30,1.0,Alexa,Amy
google/gemini-2.0-flash-001,30,1.0,Andrew,Amanda
google/gemini-2.0-flash-001,30,2.0,Andrea,Andrea
google/gemini-2.0-flash-001,30,2.0,Andrea,Angel
google/gemini-2.0-flash-001,30,2.0,Andres,Amanda
google/gemini-2.0-flash-001,30,3.0,Andres,Andres
google/gemini-2.0-flash-001,30,3.0,Andrew,Andrew
google/gemini-2.0-flash-001,30,3.0,Andres,Angel
google/gemini-2.0-flash-001,30,4.0,Andrew,Angel
google/gemini-2.0-flash-001,30,4.0,Angel,Andres
google/gemini-2.0-flash-001,30,4.0,Andre,Andre
google/gemini-2.0-flash-001,30,5.0,Angel,Angel
google/gemini-2.0-flash-001,30,5.0,Angel,Angel
google/gemini-2.0-flash-001,30,5.0,Andrew,Andrew
google/gemini-2.0-flash-001,30,6.0,Andre,Andre
google/gemini-2.0-flash-001,30,6.0,Angel,Angel
google/gemini-2.0-flash-001,30,6.0,Angel,Angel
google/gemini-2.0-flash-001,30,7.0,Andres,Andres
google/gemini-2.0-flash-001,30,7.0,Angel,Angel
google/gemini-2.0-flash-001,30,7.0,Angel,Angel
google/gemini-2.0-flash-001,30,8.0,Angel,Angel
google/gemini-2.0-flash-001,30,8.0,Andrew,Angel
google/gemini-2.0-flash-001,30,8.0,Angel,Angel
google/gemini-2.0-flash-001,30,9.0,Angel,Angel
google/gemini-2.0-flash-001,30,9.0,Angel,Angel
google/gemini-2.0-flash-001,30,9.0,Angel,Angel
google/gemini-2.0-flash-001,40,1.0,Amanda,Andrew
google/gemini-2.0-flash-001,40,1.0,April,Anna
google/gemini-2.0-flash-001,40,1.0,Ann,Ariana
google/gemini-2.0-flash-001,40,2.0,Antonio,Ariana
google/gemini-2.0-flash-001,40,2.0,Angelica,Angelica
google/gemini-2.0-flash-001,40,2.0,Angela,Angela
google/gemini-2.0-flash-001,40,3.0,Andres,Anthony
google/gemini-2.0-flash-001,40,3.0,April,April
google/gemini-2.0-flash-001,40,3.0,Ariana,Ariana
google/gemini-2.0-flash-001,40,4.0,Ariana,Ariana
google/gemini-2.0-flash-001,40,4.0,Anita,April
google/gemini-2.0-flash-001,40,4.0,Ariana,Ariana
google/gemini-2.0-flash-001,40,5.0,Ariana,Ariana
google/gemini-2.0-flash-001,40,5.0,April,Angie
google/gemini-2.0-flash-001,40,5.0,Ariana,Ariana
google/gemini-2.0-flash-001,40,6.0,April,Ariana
google/gemini-2.0-flash-001,40,6.0,Ariana,April
google/gemini-2.0-flash-001,40,6.0,Antonio,Ariana
google/gemini-2.0-flash-001,40,7.0,Ariana,Ariana
google/gemini-2.0-flash-001,40,7.0,Ariana,Ariana
google/gemini-2.0-flash-001,40,7.0,Ariana,Ariana
google/gemini-2.0-flash-001,40,8.0,Ariana,Ariana
google/gemini-2.0-flash-001,40,8.0,Ariana,Ariana
google/gemini-2.0-flash-001,40,8.0,Ariana,Ariana
google/gemini-2.0-flash-001,40,9.0,Ariana,Ariana
google/gemini-2.0-flash-001,40,9.0,Ariana,Ariana
google/gemini-2.0-flash-001,40,9.0,April,Ariana
google/gemini-2.0-flash-001,50,1.0,Andre,Anthony
google/gemini-2.0-flash-001,50,1.0,Bailey,Austin
google/gemini-2.0-flash-001,50,1.0,Bailey,Barbara
google/gemini-2.0-flash-001,50,2.0,Amanda,Amanda
google/gemini-2.0-flash-001,50,2.0,Anthony,Becky
google/gemini-2.0-flash-001,50,2.0,Ariana,Barry
google/gemini-2.0-flash-001,50,3.0,Barbara,Becky
google/gemini-2.0-flash-001,50,3.0,Bailey,Belinda
google/gemini-2.0-flash-001,50,3.0,Becky,Becky
google/gemini-2.0-flash-001,50,4.0,Barbara,Belinda
google/gemini-2.0-flash-001,50,4.0,Belinda,Belinda
google/gemini-2.0-flash-001,50,4.0,Barbara,Belinda
google/gemini-2.0-flash-001,50,5.0,Belinda,Belinda
google/gemini-2.0-flash-001,50,5.0,Becky,Belinda
google/gemini-2.0-flash-001,50,5.0,Arthur,Belinda
google/gemini-2.0-flash-001,50,6.0,Belinda,Belinda
google/gemini-2.0-flash-001,50,6.0,Barry,Barry
google/gemini-2.0-flash-001,50,6.0,Becky,Belinda
google/gemini-2.0-flash-001,50,7.0,Belinda,Belinda
google/gemini-2.0-flash-001,50,7.0,Becky,Becky
google/gemini-2.0-flash-001,50,7.0,Belinda,Belinda
google/gemini-2.0-flash-001,50,8.0,Austin,Austin
google/gemini-2.0-flash-001,50,8.0,Belinda,Belinda
google/gemini-2.0-flash-001,50,8.0,Barry,Andrew
google/gemini-2.0-flash-001,50,9.0,Belinda,Belinda
google/gemini-2.0-flash-001,50,9.0,Belinda,Belinda
google/gemini-2.0-flash-001,50,9.0,Belinda,Belinda
google/gemini-2.0-flash-001,60,1.0,Bonnie,Belinda
google/gemini-2.0-flash-001,60,1.0,Bill,Betty
google/gemini-2.0-flash-001,60,1.0,Bonnie,Belinda
google/gemini-2.0-flash-001,60,2.0,Barbara,Benjamin
google/gemini-2.0-flash-001,60,2.0,Ariana,Blake
google/gemini-2.0-flash-001,60,2.0,Antonio,Becky
google/gemini-2.0-flash-001,60,3.0,Bethany,Bonnie
google/gemini-2.0-flash-001,60,3.0,Blake,Bonnie
google/gemini-2.0-flash-001,60,3.0,Bobby,Bobby
google/gemini-2.0-flash-001,60,4.0,Bonnie,Bonnie
google/gemini-2.0-flash-001,60,4.0,Blake,Blake
google/gemini-2.0-flash-001,60,4.0,Billy,Billy
google/gemini-2.0-flash-001,60,5.0,Bonnie,Bonnie
google/gemini-2.0-flash-001,60,5.0,Bill,Bonnie
google/gemini-2.0-flash-001,60,5.0,Bobby,Bobby
google/gemini-2.0-flash-001,60,6.0,Billy,Austin
google/gemini-2.0-flash-001,60,6.0,Bonnie,Betty
google/gemini-2.0-flash-001,60,6.0,Bonnie,Bonnie
google/gemini-2.0-flash-001,60,7.0,Bonnie,Bonnie
google/gemini-2.0-flash-001,60,7.0,Bobby,Bonnie
google/gemini-2.0-flash-001,60,7.0,Bonnie,Bonnie
google/gemini-2.0-flash-001,60,8.0,Betty,Betty
google/gemini-2.0-flash-001,60,8.0,Bonnie,Bonnie
google/gemini-2.0-flash-001,60,8.0,Bonnie,Bonnie
google/gemini-2.0-flash-001,60,9.0,Bobby,Bobby
google/gemini-2.0-flash-001,60,9.0,Bonnie,Bonnie
google/gemini-2.0-flash-001,60,9.0,Bonnie,Bonnie
google/gemini-2.0-flash-001,70,1.0,Brett,Brett
google/gemini-2.0-flash-001,70,1.0,Brendan,Brett
google/gemini-2.0-flash-001,70,1.0,Brendan,Bradley
google/gemini-2.0-flash-001,70,2.0,Brendan,Brendan
google/gemini-2.0-flash-001,70,2.0,Brett,Brendan
google/gemini-2.0-flash-001,70,2.0,Betty,Betty
google/gemini-2.0-flash-001,70,3.0,Brenda,Brenda
google/gemini-2.0-flash-001,70,3.0,Brad,Brendan
google/gemini-2.0-flash-001,70,3.0,Bonnie,Brett
google/gemini-2.0-flash-001,70,4.0,Brendan,Brendan
google/gemini-2.0-flash-001,70,4.0,Brenda,Brett
google/gemini-2.0-flash-001,70,4.0,Blake,Brendan
google/gemini-2.0-flash-001,70,5.0,Brett,Brett
google/gemini-2.0-flash-001,70,5.0,Bonnie,Brendan
google/gemini-2.0-flash-001,70,5.0,Brenda,Brett
google/gemini-2.0-flash-001,70,6.0,Bobby,Bobby
google/gemini-2.0-flash-001,70,6.0,Brendan,Brett
google/gemini-2.0-flash-001,70,6.0,Brenda,Brett
google/gemini-2.0-flash-001,70,7.0,Brendan,Brendan
google/gemini-2.0-flash-001,70,7.0,Brandi,Brett
google/gemini-2.0-flash-001,70,7.0,Brad,Brett
google/gemini-2.0-flash-001,70,8.0,Brenda,Brett
google/gemini-2.0-flash-001,70,8.0,Brett,Brett
google/gemini-2.0-flash-001,70,8.0,Brendan,Brendan
google/gemini-2.0-flash-001,70,9.0,Brett,Brett
google/gemini-2.0-flash-001,70,9.0,Brett,Brett
google/gemini-2.0-flash-001,70,9.0,Brett,Brett
google/gemini-2.0-flash-001,80,1.0,Caitlin,Caitlin
google/gemini-2.0-flash-001,80,1.0,Caitlin,Caitlin
google/gemini-2.0-flash-001,80,1.0,Ariel,Andrew
google/gemini-2.0-flash-001,80,2.0,Barbara,Barbara
google/gemini-2.0-flash-001,80,2.0,Caitlin,Caitlin
google/gemini-2.0-flash-001,80,2.0,Barry,Bryan
google/gemini-2.0-flash-001,80,3.0,Beth,Caitlin
google/gemini-2.0-flash-001,80,3.0,Brenda,Caitlin
google/gemini-2.0-flash-001,80,3.0,Brittney,Brittney
google/gemini-2.0-flash-001,80,4.0,Brad,Caitlin
google/gemini-2.0-flash-001,80,4.0,Brittney,Caitlin
google/gemini-2.0-flash-001,80,4.0,Brandy,Bruce
google/gemini-2.0-flash-001,80,5.0,Bruce,Caitlin
google/gemini-2.0-flash-001,80,5.0,Bruce,Caitlin
google/gemini-2.0-flash-001,80,5.0,Brett,Brett
google/gemini-2.0-flash-001,80,6.0,Brittany,Caitlin
google/gemini-2.0-flash-001,80,6.0,Caitlin,Caitlin
google/gemini-2.0-flash-001,80,6.0,Brooke,Caitlin
google/gemini-2.0-flash-001,80,7.0,Caitlin,Caitlin
google/gemini-2.0-flash-001,80,7.0,Caitlin,Caitlin
google/gemini-2.0-flash-001,80,7.0,Bruce,Caitlin
google/gemini-2.0-flash-001,80,8.0,Caitlin,Caitlin
google/gemini-2.0-flash-001,80,8.0,Caitlin,Caitlin
google/gemini-2.0-flash-001,80,8.0,Caitlin,Caitlin
google/gemini-2.0-flash-001,80,9.0,Caitlin,Caitlin
google/gemini-2.0-flash-001,80,9.0,Caitlin,Caitlin
google/gemini-2.0-flash-001,80,9.0,Caitlin,Caitlin
google/gemini-2.0-flash-001,90,1.0,Carlos,Calvin
google/gemini-2.0-flash-001,90,1.0,Carol,Bryan
google/gemini-2.0-flash-001,90,1.0,Carl,Cameron
google/gemini-2.0-flash-001,90,2.0,Carl,Carmen
google/gemini-2.0-flash-001,90,2.0,Carlos,Carlos
google/gemini-2.0-flash-001,90,2.0,Carmen,Carmen
google/gemini-2.0-flash-001,90,3.0,Carla,Carol
google/gemini-2.0-flash-001,90,3.0,Brian,Carlos
google/gemini-2.0-flash-001,90,3.0,Carol,Carol
google/gemini-2.0-flash-001,90,4.0,Carol,Carol
google/gemini-2.0-flash-001,90,4.0,Bridget,Carol
google/gemini-2.0-flash-001,90,4.0,Carmen,Carmen
google/gemini-2.0-flash-001,90,5.0,Carol,Carol
google/gemini-2.0-flash-001,90,5.0,Brianna,Carol
google/gemini-2.0-flash-001,90,5.0,Carmen,Carmen
google/gemini-2.0-flash-001,90,6.0,Brooke,Carol
google/gemini-2.0-flash-001,90,6.0,Carol,Carol
google/gemini-2.0-flash-001,90,6.0,Brittney,Carol
google/gemini-2.0-flash-001,90,7.0,Carol,Carol
google/gemini-2.0-flash-001,90,7.0,Carla,Carol
google/gemini-2.0-flash-001,90,7.0,Bryan,Carmen
google/gemini-2.0-flash-001,90,8.0,Carol,Carmen
google/gemini-2.0-flash-001,90,8.0,Carol,Carol
google/gemini-2.0-flash-001,90,8.0,Candace,Carol
google/gemini-2.0-flash-001,90,9.0,Carol,Carol
google/gemini-2.0-flash-001,90,9.0,Carol,Carol
google/gemini-2.0-flash-001,90,9.0,Carmen,Carmen
